DATASET = ORTEC Hidden VeRoLog 2019
NAME = Instance 5

DAYS = 55
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 2000

TRUCK_DISTANCE_COST = 1000
TRUCK_DAY_COST = 100000
TRUCK_COST = 10000
TECHNICIAN_DISTANCE_COST = 100000
TECHNICIAN_DAY_COST = 100000
TECHNICIAN_COST = 100000

MACHINES = 7
    1     8   206
    2     3   510
    3     3   263
    4     8    60
    5     4   232
    6     8   422
    7     5   304

LOCATIONS = 270
    1   258   471
    2   621   363
    3   539   518
    4   165   361
    5   240   367
    6   399   570
    7   682   712
    8   386   254
    9   264   314
   10   543   163
   11   550     1
   12   283   551
   13   542   358
   14   342   373
   15   501   651
   16   456   456
   17   161   333
   18   265   505
   19   574   345
   20   283   474
   21   206   323
   22   669   656
   23   253   498
   24   197   382
   25   634   417
   26   364   395
   27   558   391
   28   522   358
   29   698   355
   30   531   349
   31   305   495
   32   334   451
   33   452   461
   34   548   235
   35   258   340
   36   247   330
   37   234   321
   38   298   463
   39   547   498
   40   295   266
   41   337   449
   42   268   310
   43   186   385
   44   578   741
   45   336   414
   46   585   181
   47   545   341
   48   308   465
   49   735   596
   50   690   378
   51   198   379
   52   326   457
   53   665   359
   54   355   231
   55   561   683
   56   397   273
   57   314   483
   58   603   327
   59   454   373
   60   357   744
   61   541   426
   62   208   364
   63   252   342
   64   681   758
   65   187   387
   66   523   282
   67   555   702
   68   303   430
   69   309   466
   70   308   475
   71   545   499
   72   398   291
   73   345   497
   74   398   417
   75   381   174
   76   547   499
   77   301   554
   78   703   591
   79   610   702
   80   621   617
   81   189   310
   82   444   514
   83   468   199
   84   495   572
   85   247   346
   86   267   479
   87   634   348
   88   339   393
   89   261   235
   90   696   766
   91   627   705
   92   436   439
   93   301   554
   94   187   216
   95   568   379
   96   610   393
   97   369   289
   98   578   705
   99   360   331
  100   311   449
  101   755   672
  102   231   341
  103   350   227
  104   182   334
  105   480   361
  106   317   258
  107   315   483
  108   266   468
  109   548   498
  110   501    65
  111   408   272
  112   529   278
  113   235   352
  114   191   393
  115   646   540
  116   541    39
  117   542   326
  118   183   339
  119   288   256
  120   268   307
  121   736   424
  122   365   387
  123   261   372
  124   612   347
  125   585   179
  126   179   339
  127   585   385
  128   719   581
  129   244   352
  130   343   613
  131   471   205
  132   670   468
  133   529   358
  134   387   329
  135     0   170
  136   757   440
  137   597   591
  138   288   645
  139   279   538
  140   490   304
  141   546   741
  142   435   172
  143   301   449
  144   258   476
  145   788   641
  146   612   347
  147   533   619
  148   280   540
  149   199   378
  150   406   276
  151   633   410
  152   486   139
  153   441   336
  154   659   438
  155   514   313
  156   370   327
  157   718   590
  158   271   299
  159   358   387
  160   233   325
  161   416   418
  162   348   554
  163   144   230
  164   335   572
  165   200   314
  166   391   480
  167   204   321
  168   436   185
  169   439   186
  170   443   669
  171   237   338
  172   173   271
  173   601   327
  174   319   484
  175   393   277
  176   746   426
  177   574   178
  178   447   199
  179   519    67
  180   263   489
  181   361   376
  182   567   342
  183   216   311
  184   562   685
  185   551   129
  186   326   468
  187   309   466
  188   549   364
  189   575   373
  190   314   476
  191   363   269
  192   511   312
  193   601   334
  194   544   450
  195   385   347
  196   452   372
  197   528   111
  198   396   566
  199   300   443
  200   205   337
  201   299   618
  202   302   472
  203   257   467
  204   665   382
  205   239   473
  206   528   352
  207   604   355
  208   514   300
  209   331   462
  210   310   309
  211   628   587
  212   457   337
  213   572   342
  214   547   638
  215   398   379
  216   291   466
  217   671   369
  218   188   387
  219   506   311
  220   306   451
  221   355   429
  222   285   509
  223   552   150
  224   295   498
  225   377   295
  226   201   342
  227   416   325
  228   368   270
  229   758   442
  230   276   543
  231   262   476
  232   355   242
  233   527   356
  234   207   365
  235   268   451
  236   300   553
  237   430   329
  238   586   565
  239   390   475
  240   309   455
  241   674   373
  242   267   312
  243   356   364
  244   367   380
  245   544   618
  246   397   322
  247   263   352
  248   298   467
  249   302   310
  250   640   673
  251   670   715
  252   705   391
  253   176   345
  254   511   311
  255   268   207
  256   258   454
  257   384   391
  258   730   426
  259   354   574
  260   537   337
  261   602   353
  262   347   391
  263   517   349
  264   661   671
  265   700   410
  266   422   326
  267   504    49
  268   205   357
  269   334   333
  270   194   355

REQUESTS = 750
    1   181     1     2     4     1
    2   155     1     3     1     2
    3     4     1     4     5     3
    4   141     1     2     3     3
    5   243     1     5     2     2
    6    16     1     4     1     1
    7   167     1     5     7     3
    8   172     1     4     2     2
    9   170     1     2     4     2
   10   142     1     3     4     2
   11   165     1     6     6     2
   12   111     1     5     5     3
   13   143     1     5     3     2
   14   159     1     2     3     1
   15   174     1     4     6     2
   16   190     1     2     5     2
   17   127     1     4     7     1
   18   212     1     6     3     2
   19    32     1     6     5     2
   20   145     2     7     1     1
   21    45     2     3     4     1
   22    23     2     4     5     2
   23    53     2     6     4     1
   24    38     2     6     5     3
   25   174     2     3     5     1
   26   200     2     4     1     2
   27   103     2     3     5     3
   28   162     2     7     4     2
   29    82     2     4     6     2
   30   188     2     6     2     1
   31   172     2     5     3     2
   32    25     2     5     1     2
   33   170     2     3     7     2
   34   242     2     3     3     1
   35   197     2     7     5     2
   36   152     3     6     5     2
   37   160     3     8     4     1
   38   211     3     8     6     2
   39   171     3     4     6     1
   40   129     3     6     4     1
   41   108     3     5     3     1
   42   160     3     5     3     3
   43   142     3     5     3     3
   44    10     3     7     5     3
   45   187     3     7     3     3
   46   138     3     8     7     2
   47   121     3     6     7     3
   48    79     3     8     1     1
   49   124     3     4     2     1
   50   107     3     6     5     1
   51    16     3     6     7     2
   52   170     3     7     2     2
   53   231     3     6     7     2
   54    42     3     6     4     2
   55   214     3     6     5     1
   56    76     4     5     4     2
   57   143     4     5     1     1
   58   248     4     9     4     2
   59   195     4     5     4     2
   60    79     4     7     3     1
   61   226     4     8     4     2
   62   112     4     7     3     3
   63   199     4     5     6     1
   64   148     4     5     4     1
   65   220     4     7     7     2
   66     4     4     9     1     2
   67    77     4     6     1     2
   68   185     4     7     1     1
   69    94     4     5     6     1
   70   183     5     6     7     2
   71    52     5     9     5     3
   72    85     5     8     6     2
   73   154     5     8     2     2
   74    81     5     8     2     2
   75    48     5     7     5     2
   76   243     5     6     1     1
   77   231     5     7     2     3
   78   121     5     6     6     2
   79    20     5     9     2     1
   80   209     5     9     1     1
   81    48     5     9     7     3
   82   207     5     8     5     2
   83    24     5     8     3     2
   84   203     5     7     7     3
   85   190     5     6     1     2
   86   120     5     9     5     1
   87   135     6    11     4     2
   88   116     6    10     5     2
   89   172     6    10     6     2
   90    47     6     7     6     1
   91   202     6     9     5     2
   92   208     6     8     6     2
   93   136     6    11     4     2
   94   185     6     7     7     1
   95   187     6    10     5     2
   96   146     6     9     3     1
   97   131     6     9     5     2
   98   235     6     9     3     2
   99   117     6     7     4     2
  100   139     6     9     7     1
  101   110     6     9     4     2
  102   134     6     8     4     2
  103   132     6     8     5     2
  104   184     6     7     4     1
  105   142     6     7     3     3
  106   212     6     8     4     1
  107   187     6    11     4     2
  108   186     6     7     4     1
  109   208     7    12     1     1
  110   120     7     9     4     1
  111   151     7    12     6     1
  112   204     7    12     4     1
  113   134     7    10     1     1
  114   205     7    11     6     1
  115   159     7    11     1     1
  116    10     7     8     7     3
  117   140     7     8     1     2
  118   177     7    10     3     3
  119   147     7     9     6     1
  120   160     7    10     4     2
  121    60     7    11     3     2
  122   171     7    12     2     3
  123    54     8    10     7     2
  124    78     8    11     1     2
  125     8     8    13     5     3
  126    10     8    13     1     1
  127    64     8    12     5     2
  128   193     8    10     5     1
  129   116     8    12     1     2
  130   209     8    10     3     3
  131    66     8     9     4     2
  132   102     8    12     6     2
  133   251     8    11     3     3
  134    43     8    12     2     3
  135   234     8    12     5     2
  136    72     8    13     1     1
  137   207     8    10     3     3
  138   169     9    10     7     3
  139    81     9    13     7     3
  140    70     9    11     1     2
  141     6     9    13     7     3
  142   129     9    14     5     3
  143   158     9    11     2     1
  144    94     9    10     6     1
  145   131     9    12     6     1
  146   140     9    11     3     2
  147   137     9    14     6     1
  148   195     9    13     7     2
  149   121     9    10     7     3
  150   120     9    12     5     1
  151    29     9    12     2     3
  152    78     9    14     7     2
  153   215     9    11     2     1
  154   193     9    11     6     2
  155     2     9    14     5     2
  156   187     9    13     1     2
  157   139     9    13     6     2
  158   183    10    13     5     1
  159   205    10    15     5     1
  160   196    10    13     5     2
  161   157    10    15     1     2
  162    19    10    11     4     1
  163   224    10    11     2     3
  164   217    10    15     5     3
  165   148    10    11     1     1
  166    75    10    15     3     1
  167    21    10    11     7     2
  168   172    10    12     7     3
  169   172    10    11     3     2
  170    18    10    12     2     3
  171    55    10    14     6     2
  172   234    10    14     4     1
  173   237    10    15     6     1
  174    87    10    13     3     1
  175    30    11    15     1     1
  176    54    11    12     1     2
  177   123    11    15     2     1
  178   102    11    15     3     3
  179   203    11    16     6     2
  180   211    11    15     5     2
  181   208    11    14     5     2
  182    80    11    14     2     3
  183   161    11    12     5     1
  184    31    11    14     3     1
  185    82    12    16     3     3
  186   192    12    16     3     1
  187    15    12    13     1     2
  188    10    12    15     3     3
  189   198    12    16     3     2
  190   183    12    16     4     2
  191    53    12    15     2     3
  192   203    12    14     7     3
  193   250    12    17     1     1
  194    96    12    16     2     1
  195   119    12    15     7     3
  196    66    12    15     3     3
  197    37    12    14     2     2
  198   251    12    14     1     1
  199   134    12    17     3     2
  200   236    12    17     1     1
  201    63    12    15     3     1
  202   189    12    17     7     1
  203   169    12    15     5     2
  204    30    12    16     4     2
  205   124    12    15     3     3
  206   128    13    15     4     2
  207   227    13    18     7     1
  208   200    13    14     4     2
  209    92    13    15     7     3
  210    18    13    17     2     3
  211   128    13    14     6     1
  212    16    13    15     4     2
  213    19    13    18     5     1
  214   213    13    15     6     2
  215   195    13    18     5     2
  216    43    13    15     4     1
  217   203    13    16     1     1
  218     3    13    16     3     2
  219   137    13    16     1     1
  220    10    13    17     4     1
  221   214    13    18     3     1
  222   143    13    16     3     1
  223   146    14    15     2     2
  224   105    14    16     2     2
  225   242    14    15     4     1
  226    20    14    15     7     3
  227   196    14    15     7     2
  228   202    14    15     3     1
  229   251    14    19     5     2
  230   172    14    15     2     2
  231     7    14    19     1     1
  232    35    14    15     2     3
  233   129    14    18     3     2
  234   100    14    15     1     1
  235   197    14    15     3     2
  236    35    14    17     5     3
  237   183    14    19     6     1
  238    51    15    17     5     2
  239   105    15    18     5     1
  240   123    15    18     3     3
  241   183    15    17     2     2
  242    84    15    17     3     3
  243   182    15    19     4     2
  244   101    15    19     2     3
  245   169    15    18     1     2
  246   193    15    16     3     3
  247   219    15    16     1     2
  248   203    15    19     3     2
  249    63    16    18     1     2
  250   219    16    18     2     3
  251    78    16    21     4     1
  252   121    16    20     5     3
  253    54    16    19     1     1
  254    99    16    18     2     3
  255   250    16    17     2     3
  256   121    16    17     1     2
  257   143    16    18     1     2
  258    69    16    21     1     1
  259   110    16    19     4     2
  260    93    17    22     4     1
  261   107    17    22     5     1
  262   167    17    22     2     3
  263   226    17    18     3     1
  264   219    17    19     4     2
  265   102    17    19     1     2
  266   193    17    18     7     2
  267    76    17    18     4     1
  268   204    17    19     4     2
  269    35    17    22     6     2
  270   128    17    19     1     2
  271   130    17    20     3     3
  272   187    17    21     5     1
  273   134    17    19     3     1
  274     7    17    20     3     2
  275   249    17    20     3     3
  276    84    17    21     7     1
  277   105    18    20     3     3
  278   121    18    19     1     1
  279    73    18    22     3     1
  280   110    18    22     6     2
  281    88    18    19     6     1
  282   208    18    20     1     2
  283   237    18    21     7     1
  284    84    18    20     2     1
  285   156    18    23     3     1
  286    63    18    22     2     3
  287   201    18    22     2     1
  288    56    18    21     5     2
  289   107    18    22     3     2
  290   113    18    20     4     2
  291    22    18    23     4     1
  292   124    18    19     6     1
  293    42    18    23     5     1
  294    58    18    21     6     2
  295   249    18    22     3     2
  296   232    19    20     7     1
  297   130    19    21     4     1
  298   210    19    21     3     2
  299    26    19    23     7     2
  300   144    19    20     6     2
  301    21    19    23     1     1
  302   131    19    24     3     3
  303    31    19    21     1     2
  304   181    19    22     4     2
  305     8    19    21     6     1
  306    18    19    22     4     1
  307   216    19    24     2     3
  308   132    19    21     5     2
  309    78    19    23     3     3
  310   223    19    21     4     2
  311   103    19    20     2     1
  312   113    19    24     5     1
  313    12    20    25     5     1
  314   114    20    22     4     2
