DATASET = ORTEC Early VeRoLog 2019
NAME = Instance 20

DAYS = 55
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1550

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 1000
TRUCK_COST = 10
TECHNICIAN_DISTANCE_COST = 100
TECHNICIAN_DAY_COST = 100
TECHNICIAN_COST = 100000

MACHINES = 7
    1     5   635
    2     3   445
    3     6    90
    4     6   165
    5     8   695
    6     8   340
    7     3    95

LOCATIONS = 115
    1   160   164
    2   314   476
    3   256   308
    4   203   323
    5   368   399
    6   299   618
    7   518   761
    8   179   335
    9   591   406
   10   181   355
   11    51   201
   12   436   261
   13   642   691
   14   613   571
   15   240   328
   16   286   492
   17   361   379
   18   198   387
   19   622   339
   20   264   472
   21   417   407
   22   436   205
   23   275   462
   24   655   755
   25   537   431
   26   657   396
   27   447   629
   28   307   422
   29   550     2
   30   618   338
   31   426   328
   32   393   582
   33   209   388
   34   575   416
   35   347   454
   36   356   392
   37   646   696
   38   220   337
   39   367   442
   40   365   387
   41   508   313
   42   604   444
   43   288   509
   44   724   572
   45   645   467
   46   271   450
   47   367   382
   48   328   461
   49   501   716
   50   258   326
   51   309   463
   52   119   278
   53   643   475
   54   284   546
   55   293   595
   56   322   295
   57   471   202
   58   519   239
   59   466   376
   60   304   313
   61   618   612
   62   513   327
   63   243   418
   64   442   466
   65   270   299
   66   619   364
   67   286   366
   68   308   475
   69   517   318
   70   592   352
   71   610   711
   72   290   354
   73   185   389
   74   180   341
   75   200   386
   76   641   677
   77   563   693
   78   384   346
   79   326   270
   80   182   383
   81   227   379
   82   281   366
   83   579   173
   84   379   551
   85   543   463
   86   422   218
   87   325   461
   88   207   256
   89   618   612
   90   239   411
   91   497   349
   92   703   394
   93    93   167
   94   250   364
   95   205   288
   96    49   215
   97   182   380
   98   326   466
   99   486   227
  100   470   206
  101   440   203
  102   267   479
  103   195   380
  104   186   343
  105   714   596
  106   273   220
  107   709   705
  108   471   207
  109   647   573
  110   209   221
  111   485    23
  112   463   436
  113   232   221
  114   531     7
  115   527   330

REQUESTS = 300
    1   100     1     2     6     2
    2    82     1     6     6     2
    3    75     1     5     6     2
    4    15     1     5     4     2
    5     4     2     7     3     3
    6    64     2     5     6     1
    7   100     2     4     1     1
