DATASET = ORTEC Early VeRoLog 2019
NAME = Instance 24

DAYS = 45
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1130

TRUCK_DISTANCE_COST = 100
TRUCK_DAY_COST = 10000
TRUCK_COST = 100
TECHNICIAN_DISTANCE_COST = 10
TECHNICIAN_DAY_COST = 10
TECHNICIAN_COST = 10000

MACHINES = 6
    1     3   370
    2     3   850
    3     4    65
    4     3   885
    5     4   560
    6     3   740

LOCATIONS = 317
    1   391   398
    2   586   549
    3   266   378
    4   651   546
    5   159   310
    6   394   573
    7   404   216
    8   746   482
    9   346   453
   10   466   648
   11   206   344
   12   470   466
   13   523   289
   14   581   204
   15   508   313
   16   233   439
   17   268   321
   18   466   204
   19   703   411
   20   416   431
   21   599   325
   22   230   363
   23   657   403
   24   361   327
   25   388   386
   26   423   191
   27   109   137
   28   431   181
   29   516   300
   30   490   355
   31   702   557
   32   548   538
   33   621   386
   34   110   215
   35   673   724
   36   306   275
   37   472   301
   38   710   757
   39   558    38
   40   727   608
   41   299   311
   42   337   531
   43   186   370
   44   613   625
   45   368   394
   46   400   426
   47   292   588
   48   199   183
   49   469   450
   50   547   426
   51   481   397
   52   306   474
   53   447   674
   54   548   562
   55   537   258
   56   535   358
   57   104   216
   58   546   738
   59   467   440
   60   300   474
   61   262   319
   62   506   356
   63   366   239
   64   567   163
   65   345   566
   66   287   466
   67   398   281
   68   500   699
   69   505   310
   70   568   407
   71   338   600
   72   423   320
   73   251   330
   74   355   365
   75   310   423
   76   666   657
   77   488   695
   78   259   353
   79   506   649
   80   560   368
   81   292   467
   82   163   369
   83   173   376
   84   205   390
   85   348   512
   86   225   227
   87   572   508
   88   251   278
   89   764   699
   90   157   360
   91   526   364
   92   522   361
   93   455   191
   94   285   473
   95   268   300
   96   184   372
   97   198   380
   98    90   274
   99   267   588
  100   389   473
  101   356   555
  102   342   537
  103   454   369
  104   310   444
  105   184   389
  106   261   475
  107   259   195
  108   553   713
  109   675   746
  110   544   694
  111   611   735
  112   641   389
  113   619   364
  114   277   366
  115   442   346
  116   323   477
  117   295   498
  118   128   169
  119   337   338
  120   403   174
