DATASET = ORTEC Early VeRoLog 2019
NAME = Instance 4

DAYS = 45
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1670

TRUCK_DISTANCE_COST = 1000
TRUCK_DAY_COST = 100
TRUCK_COST = 100000
TECHNICIAN_DISTANCE_COST = 100
TECHNICIAN_DAY_COST = 100000
TECHNICIAN_COST = 10000

MACHINES = 6
    1     4   680
    2     4   380
    3     3   730
    4     8   815
    5     4   545
    6     3   100

LOCATIONS = 220
    1   738   642
    2   285   247
    3   523   613
    4   439   386
    5   206   255
    6   464   450
    7   178   379
    8   300   558
    9   528   348
   10   413   283
   11   197   194
   12   212   365
   13   305   468
   14   196   193
   15   310   475
   16   545   163
   17   238   335
   18   418   387
   19   149   244
   20   195   386
   21   137   212
   22   299   464
   23   470   466
   24   299   492
   25   473    22
   26   483   666
   27   485    21
   28   345   637
   29   292   238
   30   486   348
   31   518   369
   32   256   299
   33   546    34
   34   206   290
   35   502   352
   36   664   656
   37   306   478
   38   510   312
   39   207   341
   40   301   465
   41   564   338
   42   298   435
   43   558   391
   44   508   367
   45   303   562
   46   469   223
   47   703   408
   48   548   423
   49   374   430
   50   277   369
   51   226   337
   52   709   439
   53   385   349
   54   204   393
   55   108   306
   56   320   476
   57   609   351
   58   671   711
   59   292   343
   60   203   369
   61   221   343
   62   330   478
   63   422   410
   64   487   611
   65   398   417
   66   519   176
   67   349   265
   68   523    93
   69   150   337
   70   371   444
   71   725   433
   72   657   396
   73   382   401
   74   143   295
   75   309   457
   76   523   289
   77   286   238
   78   540   227
   79   390   568
   80   520   289
   81   756   687
   82   541   274
   83   227   339
   84   623   771
   85   347   440
   86   187   369
   87   246   434
   88   225   359
   89   263   479
   90   437   508
   91   719   789
   92   786   698
   93   307   471
   94   293   515
   95   460   354
   96   424   332
   97   570   594
   98   334   451
   99   741   657
  100   398   481
  101   238   241
  102   314   467
  103   703   748
  104   381   470
  105   630   347
  106   199   338
  107   428   209
  108   297   474
  109   285   441
  110   519   323
  111   301   473
  112   604   746
  113   490   355
  114   385   273
  115   330   463
  116   429   198
  117   304   311
  118    49   238
  119   515    67
  120   555   405
  121   339   386
  122   244   474
  123   495   150
  124   542   359
  125   509   713
  126   293   477
  127   508   710
  128   544    31
  129   523   348
  130   386   389
  131   560   115
  132   294   603
  133   197   184
  134   213   405
  135   243   349
  136   230   330
  137   401   397
  138   566   685
  139   265   456
  140   641   714
  141   241   378
  142   738   484
  143   332   467
  144   587   179
  145   309   453
  146   178   378
  147   387   438
  148   333   378
  149   265   504
  150   348   404
  151   678   709
  152   359   385
  153   317   607
  154   260   478
  155   754   553
  156   412   179
  157   227   390
  158   244   329
  159   639   698
  160   278   541
  161   317   524
  162   538    11
  163   336   512
  164   747   611
  165   224   350
  166    35   234
  167   354   376
  168   188   209
  169   535    62
  170   175   224
  171   487   238
  172   413   257
  173   359   571
  174   250   354
  175   317   462
  176   375   579
  177   584   564
  178   320   493
  179   287   505
  180   268   307
  181   434   363
  182   247   442
  183   300   443
  184   272   306
  185    58   177
  186   525   359
  187   748   689
  188   624   709
  189   537   431
  190   505   310
  191   261   477
  192   220   341
  193   429   282
  194   491   173
  195   438   196
  196   426   194
  197   486   726
  198   315   486
  199   309   453
  200   523   261
  201   452   683
  202   564    27
  203   359   240
  204   271   475
  205   186   342
  206   272   306
  207   189   370
  208   551   429
  209   460   433
  210   430   511
  211   277   557
  212   539   420
  213   691   686
  214   684   343
  215   266   576
  216   182   333
  217   327   355
  218   698   706
  219   511    59
  220   194   374

REQUESTS = 600
    1    10     1     5     6     2
    2   191     1     4     2     2
    3    31     1     4     2     1
    4    13     1     5     5     1
    5    39     1     5     1     3
    6    75     1     2     2     3
    7   179     1     3     5     2
    8   165     1     3     3     2
    9   174     1     2     2     3
   10   165     1     2     4     1
   11   151     1     2     6     2
   12   139     1     4     6     2
   13   139     1     4     3     2
   14    38     1     3     6     2
   15     5     2     3     2     2
   16    74     2     5     1     1
   17    37     2     5     1     1
   18   148     2     7     1     1
   19   146     2     7     2     2
   20    55     2     7     6     2
   21   112     2     3     1     3
   22   150     2     7     1     3
   23   102     2     5     3     3
   24   111     2     5     5     3
   25    59     2     7     6     2
   26   121     2     7     5     2
   27   200     3     4     3     1
   28   171     3     8     5     3
   29   102     3     7     1     1
   30    73     3     5     5     1
   31   112     3     4     6     2
   32   201     3     4     5     2
   33   147     3     8     2     2
   34   191     3     4     2     2
   35   153     3     6     2     2
   36    31     3     5     3     2
   37   181     3     4     4     1
   38    65     3     8     2     3
   39     6     3     7     6     3
   40    92     3     6     2     2
   41    95     4     5     1     3
   42   104     4     6     3     3
   43    65     4     9     2     1
   44     6     4     8     6     3
   45   160     4     8     3     2
   46    33     4     9     4     1
   47   124     4     8     5     1
   48    32     4     8     5     3
   49   156     5     6     4     1
   50   185     5    10     3     3
   51   134     5     6     2     3
   52   143     5     6     5     2
   53    47     5     7     4     2
   54   122     5     6     4     1
   55    56     5     7     1     3
   56    82     5     6     6     2
   57    92     5     7     2     3
   58     4     5    10     6     2
   59    91     5     9     5     3
   60   138     5    10     3     1
   61    52     5     6     3     1
   62    99     5     7     5     3
   63     9     5     9     2     3
   64   134     5     6     5     2
   65    74     6    10     1     2
   66   123     6     9     6     1
   67   147     6    11     2     2
   68    99     6     9     6     1
   69    87     6    11     5     2
   70    35     6     7     5     2
   71   167     6    10     5     3
   72   149     6    10     3     1
   73   189     6     7     1     1
   74   144     6     8     4     1
   75   178     6     8     4     2
   76     8     6    10     2     3
   77   180     6    10     4     2
   78    11     6    11     6     1
   79   179     6    11     4     1
   80   194     6     8     6     1
   81    35     7     9     2     2
   82   112     7    11     1     3
   83    73     7     8     5     2
   84   191     7     9     1     3
   85   152     7     9     5     3
   86   101     7    11     1     1
   87   131     7     8     3     1
   88    60     8     9     4     2
   89   169     8    13     4     2
   90    46     8    11     3     2
   91    53     8    13     2     2
   92    67     8     9     4     2
   93   110     8    11     2     1
   94    98     8     9     6     3
   95    79     8    12     6     1
   96   168     8     9     6     2
   97   183     8    13     5     3
   98   188     8    12     2     3
   99    47     8    10     1     3
  100   187     8    11     6     3
  101   181     8     9     4     2
  102   190     8     9     2     1
  103   144     8    13     3     2
  104   117     9    12     1     2
  105   147     9    11     4     2
  106   115     9    10     6     2
  107   179     9    12     3     3
  108    98     9    12     3     3
  109   158     9    13     6     1
  110     7     9    14     2     3
  111    11     9    12     2     2
  112    43     9    14     5     3
  113    11     9    12     6     3
  114    90     9    10     2     2
  115    26     9    11     2     2
  116    26     9    11     6     1
  117   115     9    12     2     3
  118    40     9    10     5     2
  119    14     9    10     5     3
  120   157     9    10     6     1
  121   112     9    11     1     3
  122    29    10    14     1     1
  123     2    10    14     6     3
  124   187    10    11     3     2
  125   107    10    11     5     3
  126    27    10    12     4     2
  127   150    10    13     5     1
  128   195    10    12     2     3
  129   164    10    12     5     2
  130    31    10    13     4     1
  131    95    10    15     5     3
  132    53    10    12     2     3
  133   166    10    14     3     1
  134    85    10    15     4     1
  135    91    10    11     2     2
  136    16    11    12     6     3
  137    29    11    13     6     3
  138   153    11    12     2     2
  139    33    11    14     6     1
  140    73    11    16     3     2
  141   177    11    16     6     1
  142   196    11    16     5     2
  143   151    11    15     5     2
  144   159    11    13     4     1
  145   100    11    16     4     2
  146   181    11    13     1     1
  147    91    11    12     5     1
  148    57    11    12     3     2
  149    84    11    12     4     1
  150    60    11    16     6     2
  151   187    12    15     3     1
